answer_text,date_created,date_updated,search_table_id,category_main,category_sec,category_thir,category_four,category_five,link_main,link_sec,link_thir,name_link_main,name_link_sec,name_link_thir
"Para realizar escalas en cualquiera de las ciudades de los Estados Unidos, necesitas obtener una visa de transito. De otra manera no podras viajar por los Estados Unidos. Para mayor informacion, dirigete a la pagina web a continuacion.",6-Aug-19,6-Aug-19,78,Viaje,Visa,Estados Unidos,,,https://usa-visas.com/usa-visa-requirements/c-1-transit-visa/,,,USA Visas,,
"Existen varias iglesias cristianas con servicio en español. Una de ellas es Waterloo que queda en 937 Bourke St, Waterloo. Para más información ingresa a <Link 1>",6-Aug-19,6-Aug-19,47,Negocios,Iglesia,Cristiana,,,https://www.planetshakers.com/australia/melbourne-city/,,,Planetshakers,,
"De acuerdo a recomendaciones de otras personas, uno de los mejores sitios para ir a escuchar musica es Maloney's bar en Maloney's hotel. Puedes visitar su pagina web a continuacion.",6-Aug-19,6-Aug-19,80,Negocios,Rumba,Español,Fiesta,Bar,https://www.maloneyhotels.com.au,,,Maloney's Hotel,,
"Te recomendamos que primero hagas un curso particular para que te familiarises con las calles de Australia. Despues de que ya te sientas bien y confidente manejando, tienes que hacer el test practico y teorico para poder adquirir la licencia de conduccion. Si quieres saber mas informacion, dirigete a la pagina web a continuacion.",6-Aug-19,6-Aug-19,81,Vida,Licencia,,,,https://www.service.nsw.gov.au/guide/getting-nsw-driver-licence,,,Servicio de NSW,,
Solo puedes aplicar por un ABN (Australian Business Number) si ya tienes asignado un TFN (Tax File Number). Para mayor informacion dirigete a la pagina del ATO.,6-Aug-19,6-Aug-19,82,Vida,ABN,Proceso,,,https://www.ato.gov.au/Forms/?sorttype=SortByTopic&marketsegment=Entire%20Website,,,ATO,,
"Existen diferentes empresas que te pueden ayudar con envios de cualquier articulo, incluyendo maletas. Inclusive estos pueden ser mas economicos que enviarlas por el Aeropuerto. Si quieres mas informacion, dirigete a los siguientes sitios web.",6-Aug-19,6-Aug-19,83,Vida,Envios,Maletas,,,https://try.sendle.com/pricing,https://auspost.com.au/,https://www.wizme.com.au/,Sendle,Australian Post,
Tienes permitido entrar a Australia sin ningun problema sin importar que la fecha del seguro sea posterior a la llegada.,6-Aug-19,6-Aug-19,84,Viaje,Seguro,Visa,Estudiar,,,,,,,
"Para que no te retengan mas del 20% en tus ingresos, tienes que poner en el formulario del TFN que eres residente Australiano para proposito de impuestos (Australian resident for taxation purposes). De esta manera el porcentage de retencion es menor. Informate mejor en la pagina web a continuacion.",6-Aug-19,6-Aug-19,85,Vida,Tax,Trabajo,TFN,,https://www.ato.gov.au/rates/fortnightly-tax-table/?page=2,,,ATO,,
"De acuerdo a diferentes opiniones y un analisis de recomendaciones, es sugerible que traigas ropa desde Colombia, ya que el costo de la vestimenta en Australia es mucho mas alto comparado con Colombia. Igualmente te sugerimos usar nuestra herramienta de comparasion y calculadora de costos en Australia.",6-Aug-19,6-Aug-19,86,Vida,Ropa,Compras,Ahorro,,Calculadora,Blog,,,,
"Para poder ser parte de las votaciones presidenciales de Colombia, simplemente debes ir al consulado Colombiano de tu ciudad y registrarte con tu cedula y huella dactilar.",6-Aug-19,6-Aug-19,87,Vida,Votar,Colombia,Consulado,,,,,,,
"Si quieres viajar a Australia y estudiar, debes cumplir con ciertos requisitos que pide immigracion. Estos requisitos pueden ser encontrados en la pagina en linea de immigracion <Link>. Existen varias agencias de immigracion las cuales te pueden ayudar con estos requisitos y con mas informacion acerca de como estudiar o migrar a Australia, mas sin embargo muchas personas no confian en estas agencias ya que han tenido una mala experiencia. Al llegar a Australia como estudiante, podras trabajar legalmente solo 20 horas a la semana.",6-Aug-19,6-Aug-19,88,Vida,Visa,Cursos,Trabajo,,https://colombia.embassy.gov.au/bcol/study.html,https://australianimmigrationvisas.com.au/,,Embajada de Colombia,Australian Migration Visas,
El Blue Slip es un proceso que se le debe hacer a un vehiculo para poder revisar que cumple con todos los estandares y asi poder ser registrado en NSW. Este proceso tiene que ser realizado por un mecanico certificado y es un poco mas costoso que el Pink slip. Para mas informacion vea al siguiente link. <Link>,6-Aug-19,6-Aug-19,89,Vida,Tramite,Certificado,,,https://www.repcoservice.com/our-services/vehicle-inspections-and-reports/vehicle-inspections/nsw/blue-slip-inspection,,,Repco,,
La calidad de los productos que encuetras en Wish app varian dependiendo de la empresa que los produce. Puedes encontrar producto de muy buena calidad como otros de mala calidad. Es siempre recomendable que leas los reviews que dejan otros clientes antes de comprar un articulo por medio de la applicacion.,6-Aug-19,6-Aug-19,90,Vida,Negocios,Compra,,,,,,,,
Par enviar paquetes o articulos hacia Colombia puedes utilizar companias de envios tales como Australian Post o Parcel ABC. <Link>,6-Aug-19,6-Aug-19,91,Negocios,Envio,Colombia,,,https://auspost.com.au/,https://www.parcelabc.com/,,Australian Post,Parcel ABC,
"Existen diferentes lugares donde puedes obtener el White Card, incluyendo sitios en linea. Las siguientes son algunas de las opciones donde puedes obtenerlo.",6-Aug-19,6-Aug-19,92,Vida,White Card,Trabajo,,,https://www.cbdcollege.edu.au,http://www.licences4work.com.au,http://www.comsectraining.com.au,CBD College,Licenses4work,Comsec Training
"Existen diferentes lugares donde puedes obtener el certificado RSA, incluyendo un sitio en linea. Las siguientes son algunas de las opciones donde puedes obtenerlo. <Link>",6-Aug-19,6-Aug-19,92,Vida,White Card,Trabajo,,,https://www.cbdcollege.edu.au,http://www.licences4work.com.au,http://www.comsectraining.com.au,CBD College,Licenses4work,Comsec Training
"Existen diferentes sitios en linea en los que puedes practicar Ingles gratis. Entre ellos se encuentran Duolingo, Babel y tambien pues asistir a Meetups de intercambio de idiomas. <Link>",6-Aug-19,6-Aug-19,94,Negocios,Online,Ingles,Estudio,,https://www.duolingo.com/,https://www.babbel.com/,https://www.meetup.com/en-AU/esl-syd/?fbclid=IwAR3WW_X86GQQoLPjD1zzTWgSAbXm3tbrImodbIx81aG-2q2wo0JGCFESW-4,Duolingo,Babbel,Meetup
"Existen diferentes lugares donde puedes ir a comer comida Colombiana. Entre los mas conocidos se encuentran Exotik, Herradura, Aluna y Scuro Espresso. <Link>",6-Aug-19,6-Aug-19,95,Negocios,Restaurantes,,,,https://www.exotiklatin.com/,http://laherradura.com.au/,https://www.facebook.com/espressoscuro,Exotik,La herradura,Espresso Oscuro
"Existen diferentes lugares donde puedes comprar Platano. Entre ellas se encuentran Harris Market, Cafe Organik o Perkilo.",6-Aug-19,6-Aug-19,96,Negocios,Platano,,,,https://www.harrisfarm.com.au/,https://www.facebook.com/PerKiloLatino,,Harris Farm,Per Kilo,
"Existen diferentes lugares donde puedes comprar harina de maiz. Entre ellas se encuentran Harris Market, Cafe Organik o Perkilo. <Link>",6-Aug-19,6-Aug-19,97,Negocios,Harina Maiz,Compra,,,https://www.harrisfarm.com.au/,https://www.facebook.com/ColombiaOrganik/?hc_location=ufi,https://www.facebook.com/PerKiloLatino,Harris Farm,The Organik,Per Kilo
"Existes varias empresas que venden gafas y lentes de contacto, pero la empresa que los vende mas economicos es Specsavers y cuentan con tiendas en toda Australia. <Link>",6-Aug-19,6-Aug-19,98,Negocios,Gafas,Lentes,,,https://www.specsavers.com.au/,,,Specsavers,,
"Existen diferentes lugares donde puedes obtener el certificado RSA, incluyendo un sitio en linea. Las siguientes son algunas de las opciones donde puedes obtenerlo.",6-Aug-19,6-Aug-19,92,Vida,White Card,Trabajo,,,https://www.cbdcollege.edu.au,http://www.licences4work.com.au,http://www.comsectraining.com.au,CBD College,Licenses4work,Comsec Training
Existen diversas personas que hacen y venden arepas. Passporr te recomienda Antojos Colombianos. Pregunta por Lina y te pedimos que digas que Passporr te envió. La puedes contactar al número 0434 556 148,6-Aug-19,6-Aug-19,100,Negocios,Arepas,,,,,,,,,
"Es recomendable que escojas un lugar donde vivir que quede muy cerca a la ciudad, ya que te vas a tener que estar desplazando a ella cuando vayas a estudiar. Ademas la mayoria de los trabajos se encuentran en ese punto. Point Piper o algun otro suburbio cerca al centro de la ciudad.",6-Aug-19,6-Aug-19,101,Vida,Suburbios,,,,,,,,,
"Diciembre es una epoca en la que el trabajo se incrementa debido a las diferentes actividades que ocurren en esta epoca. Al ser verano, muchas actividades son realizadas en las diferentes ciudades de Australia, y esto incrementa el turismo.",6-Aug-19,6-Aug-19,102,Vida,Trabajo,Vacaciones,,,,,,,,
"Normalmente los estudiantes prefieren estudiar en el horario nocturno. Esto les permite trabajar en el dia y la tarde, ya que la mayoria de los trabajos se dan en este horario.",6-Aug-19,6-Aug-19,103,Cursos,Escuelas,Estudio,,,,,,,,
Existen diferentes lugares donde puedes buscar trabajo en Australia. La mayoria son paginas en linea en las que puedes buscar trabajo en cualquier especialidad y puedes filtrar tu busqueda de acuerdo a tus necesidades. <Links>,6-Aug-19,6-Aug-19,104,Negocios,Agencias,Trabajo,,,https://www.seek.com.au/,https://au.indeed.com/,https://www.spotjobs.com/,Seek,Indeed,Spotjobs
Puedes cambiar dolares Americanos a dolares Australianos en cualquier casa de cambio. Es sugerible que visites varias casas de cambio y compares las tasas de interes y sus comisiones.,6-Aug-19,6-Aug-19,105,Vida,Dolares,Cambio,,,,,,,,
"Cuando posees una visa de turista, puedes salir del pais y volver a ingresar a los 2 o 3 dias sin ningun problema. Lo que requiere immigracion es que salgas del pais por ese tiempo.",6-Aug-19,6-Aug-19,106,Visa,Turista,,,,,,,,,
"No se require visa, sin embargo, se requiere un permiso que se obtiene online si viajas despues del 1 de Octuber 2019. Se recomienda aplicar al menos 3 días antes del viaje. Puedes encontrar mas información en el siguiente enlace.",6-Aug-19,6-Aug-19,1,Viaje,Visa,Nueva Zelanda,Auckland,,https://www.immigration.govt.nz/new-zealand-visas/apply-for-a-visa/about-visa/nzeta,,,Immigracion de NZ,,
"Para salir de el aeropuerto de Dubai, sí necesitas visa. La puedes adquirir allá mismo en el aeropuerto y te la dan de inmediato, por el tiempo que vayas a estar. Ahí mismo en el counter te venden los tours que necesites. Te recomiendo tomar los buses que le dan la vuelta a todos los sitios turísticos. Para que lo tengas en cuenta, exigen tener un booking de algún hotel allá (ellos también te lo hacen). Es muy fácil y ellos te explican todo al detalle.",6-Aug-19,6-Aug-19,108,Viaje,Visa,Dubai,,,,,,,,
El trabajo de Barista es el mas solicitado en Australia dado a su gran numero de cafeterias. Eltrabajo es muy buen pago dependiendo de la experiencia del candidato. Existen varias escuelas en las cuales puedes hacer curso de barista. <Link>,6-Aug-19,6-Aug-19,109,Trabajo,Vida,Barista,,,https://www.espressoschool.com.au/,https://www.australianbaristaschool.com.au/,,Espresso School,Australian Barista School,
El supermercado con los precios mas economicos del mercado en Australia se llama Aldi. <Link>,6-Aug-19,6-Aug-19,110,Negocios,Supermercado,Compra,,,https://www.aldi.com.au/,,,Aldi,,
"Para pedir que te difieran el pago del tax a cuotas, deberas contactar la Taxation office y solicitar este proceso. <Link>",6-Aug-19,6-Aug-19,111,Vida,Tax,Tramite,,,https://www.ato.gov.au/Forms/?sorttype=SortByTopic&marketsegment=Entire%20Website,,,ATO,,
"Si debes de tramitar la libreta militar si eres ciudadano Colombiano. Si resides en el exterior, debes registrarte e ingresar toda la información, pagar y te envíaran la libreta militar al consulado más cercano. <link>",6-Aug-19,6-Aug-19,112,Vida,Libreta militar,exterior,,,https://www.libretamilitar.mil.co/,,,Libreta Militar,,
"No esta permitido el trabajar en Australia si no tienes una visa que te permita trabajar, a lo que significa que no podrias utilizar un ABN para trabajar si tienes una visa de Turista.",6-Aug-19,6-Aug-19,113,Vida,ABN,Turista,Trabajo,,,,,,,
"El tiempo determinado por la embajada ade Nueva Zelanda para obtener una visa es de 40 dias, mas sin embargo estos dias pueden variar y puede que te la otorguen en 15 o 20 dias. Esta tiene un costo approximado de $NZD 200. Para mas informacion ve a la pagina web de la embajada de NZ.",6-Aug-19,6-Aug-19,2,Viaje,Visa,Nueva Zelanda,,,https://www.immigration.govt.nz/new-zealand-visas/apply-for-a-visa,,,Immigracion de NZ,,
"Es recomendado que cambies los pesos Colombianos en Colombia, ya que te evitarias tasas de cambio y comisiones mas altas en Australia.",6-Aug-19,6-Aug-19,115,Vida,Dolares,Cambio,,,,,,,,
Solo puedes aplicar por un ABN (Australian Business Number) si ya tienes asignado un TFN (Tax File Number). Para mayor informacion dirigete a la pagina del ATO <Link>,6-Aug-19,6-Aug-19,82,Vida,ABN,Proceso,,,https://www.ato.gov.au/Forms/?sorttype=SortByTopic&marketsegment=Entire%20Website,,,ATO,,
"Para viajar a Indonesia como Colombiano requieres una visa. Necesitas envíar el pasaporte a Canberra a la embajada de indonesia con lo siguiente: - Formulario completamente diligenciado con los documentos que solicitan. - Comprobante de pago de la visa (Se paga en el post office). - Dos sobres, uno mediano y uno pequeño. En el mediano envías el pasaporte, el formulario, los documentos y el pago. El sobre pequeño lo envias para que ahí le devuelvan el pasaporte con la visa. Para mas informacion acerca de la Visa de Indonesia, dirigite al siguiente link.",6-Aug-19,6-Aug-19,117,Viaje,Visa,Indonesia,,,https://indonesia.embassy.gov.au/jakt/Apply_Info.html,,,Embajada de Indonesia,,
"Para enviar dinero hacia Australia desde Colombia, puedes usar los servicios de Colcambios ya que son economicos y seguros. Tambien puedes usar apicaciones mobiles como TransferWise y World Remit.",6-Aug-19,6-Aug-19,118,Vida,Dinero,Envio,Transferencia,,https://www.facebook.com/colcambiosaustralia/,https://transferwise.com,https://www.worldremit.com/,Colcambios,TransferWise,World Remit
"Existen diferentes proveedores de telefonia celular con las cuales puedes llamar a Colombia. Entre ellas sen encuentran Telstra, Vodafone, Optus y Amaysim. <link>",6-Aug-19,6-Aug-19,119,Negocios,Telefono,Colombia,Llamadas,,https://www.telstra.com.au/mobile-phones,https://www.vodafone.com.au/plans,https://www.optus.com.au/shop/mobile/phone-plans,Telstra,Vodafone,Optus
"Debido a que eres Colombiano y tienes la patria potestad, debes de expedir un permiso notarial en la embajada Colombiana, ya que te lo pediran en immigracion del pais al que ingresas.",6-Aug-19,6-Aug-19,120,Viaje,Documentos,Tramite,,,,,,,,
"Una vez te encuentres en Australia, tu eres residente del pais, asi no sea permanente. A lo cual deberias de poner ""Si"" a esa pregunta. Para mayor informacion acerca de este formulario, puedes dirigirte al siguiente <Link>",6-Aug-19,6-Aug-19,121,Vida,Documentos,Tax,,,https://www.ato.gov.au/Forms/?sorttype=SortByTopic&marketsegment=Entire%20Website,,,ATO,,
No deberia haber ningun problema en que traigas este articulo al pais. Es recomendado que los empaques bien para que no vayan a sufrir ningun dano.,6-Aug-19,6-Aug-19,122,Viaje,Maleta,Avion,,,,,,,,
Podrias traer tu longboard pero corres con el riesgo de que se te dane o te pongan problema y tengas que pagar mas dinero. En Australia estos son muy baratos y podrias adquirir uno mucho mejor.,6-Aug-19,6-Aug-19,123,Viaje,Maleta,Avion,,,https://www.kickpush.com.au,,,Kickpush,,
La licencia de automovil te servira para conducir por un tiempo deeterminado. La licenica de autobus no te sirve y tienes que expedirla de nuevo.,6-Aug-19,6-Aug-19,124,Vida,Documentos,Licencia,Autobus,,,,,,,
"Podras entrar a cualquier ciudad de Colombia con el pasaporte que se encuentre vencido. Sin embargo, para salir del pais, necesitaras renovar tu pasaporte Colombiano.",6-Aug-19,6-Aug-19,125,Vida,Viaje,Pasaporte,Vigencia,,,,,,,
"El costo del transporte depende de la distancia que recorras e igualmente el medio de transporte que utilizes. Si deseas averiguar mas sobre costos de transporte, utiliza nuestra calculadora y compara costos de vida.",6-Aug-19,6-Aug-19,126,Vida,Calculadora,Transporte ,,,,,,,,
"Si tienes licencia para moto de Colombia la puedes usar por 3 meses en Australia. Si no, tienes que ir al service para que te asignen un número. Con el número que te entreguen agendas el curso que son 2 días (Rider pre-learner course). Luego de hacer el curso, haces el examen de conocimientos en el service. Luego ya puedes conducir con el certificado que te entreguen y la licencia te llega por correo como 3 semanas después.",6-Aug-19,6-Aug-19,127,Vida,Documentos,Licencia,Moto,,,,,,,
"Hay perosnas en Sydney que te pueden preparar los tamales a pedido, mas sin embargo si quieres comprarlos, lo puedes hacer en los siguientes cafes. <link>",6-Aug-19,6-Aug-19,128,Negocios,Tamales,Comida,Sydney,,http://laherradura.com.au/,https://cafeconlechesurryhills.business.site/,,La herradura,Cafe con Leche,
"Para aplicar y obtener el Police Check en Australia, debes dirigirte a la pagina web de la policia nacional y diligenciar los formularios que te piden. El costo es approximadamente AUD$49. <link>",6-Aug-19,6-Aug-19,129,Vida,Police Check,,,,https://www.police.vic.gov.au/national-police-records-checks#apply-for-a-national-police-check,,,Policia Nacional,,
Hay varias opciones de centros comerciales en los que puedes encontrar Outlets. A continuacion te enlistamos algunos  de estos centros comerciales.,6-Aug-19,6-Aug-19,130,Negocios,Ropa,Comprar,,,https://www.birkenheadpoint.com.au/,https://www.dfo.com.au/homebush,,Birken,DFO,
"Lo mas parecido al Isodine en Colombia, se llama Betadine y lo puedes conseguir en cualquier farmacia o supermercado de tu ciudad. Te recomendamos Chemist Warehouse y puedes obtener mas informacion en la pagina web a continuacion.",6-Aug-19,6-Aug-19,131,Negocios,Medicina,,,,https://www.chemistwarehouse.com.au/buy/31054/betadine-antiseptic-topical-solution-15ml,,,Chemist Warehouse,,
"Debes realizarte un examen de salud general, donde debe llevarse certificado de la vacuna polio y fiebre amarilla.",6-Aug-19,6-Aug-19,132,Vida,Visa,Trabajo,Salud,,,,,,,
"De acuerdo a varias recomendaciones de otras personas, se te sugiere que obtengas libros de librerias de tu ciudad. Algunas de estas pueden ser Libreria estatal o la libreria de Fairfield, las cuales cuentan con secciones de libros en Español. De igual manera si quieres comprar libros, puedes dirigirte a las siguientes tiendas de libros.",6-Aug-19,6-Aug-19,133,Negocios,Libros,Compras,Libreria,Vida,https://www.abbeys.com.au/abbeys/home.do,https://www.dymocks.com.au/,,Abbeys,Dymocks,
"Basado en diferentes experiencias de otros viajeros, los errores mas comunes que se han cometido cuando se aplica a la visa de turista, es el de no adjuntar cartas de invitacion de la persona que reside en el pais de destino, el de no reservar la cita de los examenes biometricos a los aplicantes de la visa, no agendar o aplicar a esta visa con bastante tiempo de anticipacion, no soportar financieramente su estadia por el tiempo que permaneceran en dicho pais.",6-Aug-19,6-Aug-19,134,Viaje,Visa,Turista,Familia,,,,,,,
"El tiempo promedio que se demora la visa de turista Australiana en ser aprobada seria de 1 a 6 semanas. Esto depende de la temporada en la que se esta aplicando e igualmente en que tan bien soportada este tu solicitud. Mas sin embargo te recomendamos que apliques y reserves citas con bastante tiempo de anticipacion. Para mas informacion acerca de la visa de turista, dirigite a la siguiente pagina web.",6-Aug-19,6-Aug-19,135,Viaje,Visa,Turista,Familia,,https://immi.homeaffairs.gov.au/visas/getting-a-visa/visa-listing/visitor-600/tourist-stream-overseas,,,Govierno de Australia,,
"Puedes retirar dinero desde cualquier cajero automatico de los 4 grandes bancos en Australia (ANZ, Commonwealth Bank, NAB y Westpac), mas sin embargo el que menos cobra es ANZ ya que solo cobra AUD$ 2.00. Te recomendamos hacer un solo retiro de AUD$ 750 AUD Que es lo maximo que Bancolombia te deja por dia.",6-Aug-19,6-Aug-19,136,Vida,Retiros,Bancos,Dinero,,,,,,,
"Basado en diferentes recomendaciones y nuestro analisis, te remonedamos averiguar con las empresas de seguro AAMI, Bingle y RACV, ya que estas son las mas escogidas y cuentan con muy buen cubrimiento cuando se trata de seguro para vehiculo. Para mayor informacion, dirigete a las siguientes paginas web.",6-Aug-19,6-Aug-19,137,Negocios,Seguro,Vehiculo,,,https://www.aami.com.au/,https://www.bingle.com.au/,https://www.racv.com.au/,AAMI,Bingle,RACV
"Te recomendamos que te dirijas a la siguiente pagina web, en la cual puedes buscar una notaria o un notaria que hable tu idioma.",6-Aug-19,6-Aug-19,138,Negocios,Espanol,Notaria,,,https://notaries.org.au/language-support/,,,Notarias,,
"El transporte publico en Australia es uno de los mejores del mundo. El transportarte va a depender de en donde vas a vivir y a donde te vas a dirigir. Es recomendable transportarse en bicicleta si vives, estudias y trabajas en lugares cercanos a cada uno, de esta manera ahorrarias bastante dinero. Pero si tienes que transportarte por largas distancias, esrecomendable tomar el transporte publico. Te recomendamos que leas nuestro blog acerc de transporte.",6-Aug-19,6-Aug-19,139,Vida,Transporte,,,,Blog,,,,,
"Basado en diferentes recomendaciones, se te aconseja el vivir cerca de la city (centro de la ciudad), pero esto significa que la renta es mas costosa (AUD$ 250 / AUD$ 350 por semana). Si quieres algo mas barato, te aconsejamos un barrio a 20/30 minutos de la ciudad en tren siempre y cuando tengas una estacion de tren cerca a donde vas a vivir. Esta te podria costar entre AUD$ 180 a AUD$ 200 a la semana.",6-Aug-19,6-Aug-19,140,Vida,Suburbios,Renta,,,Blog,,,,,
"En Australia hay bastante trabajo, pero este depende de que tan activo estes buscandolo y de tu nivel de Ingles. Plataformas digitales de economia colaborativa es lo mas facil de encontrar, pero tambien es lo mas mal pago (teniendo en cuenta los riesgos que corres). Tambien hay mucho trabajo en el sector de limpieza y aseo, y estos son muy bien pagados. Lo mejor, pero mas complicado de encontrar, basado en tu nivel de Ingles seria hospitality (mesero, chef, etc).",6-Aug-19,6-Aug-19,141,Trabajo,Vida,,,,Blog,,,,,
"Basado en diferentes recomendaciones de otras personas, te sugerimos que vayas a Reptile Park o Symbio park para que puedas ver Canguros y Koalas.",6-Aug-19,6-Aug-19,142,Vida,Animales,Viaje,Canguros,,https://reptilepark.com.au/,https://symbiozoo.com.au/,,Reptile Park,Symbio Park,
"Te recomendamos que te dirijas a 99Bikes or Just Ride para compras de bicicletas. Si quieres mas informacion acrca de estas tiendas, dirigete a las siguientes paginas web.",6-Aug-19,6-Aug-19,143,Negocios,Trabajo,Bicicleta,,,https://www.99bikes.com.au/,https://www.justride.com.au/,,99 Bikes,Just Ride,
"Para tu viaje, te recomendamos que incluyas todos o algunos de los siguientes articulos en tu equipaje de mano: Audífonos, cepillo de dientes, almohada, libro o películas descargadas en tu celular or tablet, batería, medias, documentos (visa, pasaporte, Coe, etc), sandalias y algo de dinero (llevar algo en dólares americanos).",6-Aug-19,6-Aug-19,144,Viaje,Maletas,Equipaje,,,Blog,,,,,
"Se recomienda que al momento de viajar traigas algo de efectivo contigo, ya que nunca sabes que inconveniente vayas a tener en tu viaje. No tiene que ser una gran suma de dinero, pero si algo de dinero suelto para que hagas cualquier diligencia que necesites hacer. Te recomendamos que leas nuestro blog de viajes para que aclares cualquier dudas que tengas.",6-Aug-19,6-Aug-19,145,Viaje,Dinero,Retiro,,,Blog,,,,,
"Basado en diferentes opiniones de distintas personas, por ley los Colombianos residentes en el exterior no Afiliados a EPS tienen opción de Medicina Prepagada y están exentos de pagar EPS adjuntando la visa y el certificado de Residente en el Exterior. Colmedica Medicina Prepagada tiene muy buenos planes, que empiezan desde COP$ 100,000. Para mayor informacion, te puedes dirigir a la siguiente pagina web.",6-Aug-19,6-Aug-19,146,Vida,Salud,Prepagada,EPS,,https://www.colmedica.com/Paginas/Home.aspx,,,Colmedica,,
"Existen varios lugares en donde puedes encontrar productos Colombianos, entre ellos y los mas conocidos se encuentran La Casa Iberica y Grand Laguna. Si quieres saber mas de estos lugares, ingresa a su pagina web a continuacion.",6-Aug-19,6-Aug-19,147,Negocios,Vida,Comida,Productos,,http://casaibericadeli.com.au/,https://www.facebook.com/lagunahawthorn/,,Casa Iberica,Grand Laguna,
"Los costos de vida de las diferentes ciudades de Australia varian dependiendo en que tanto hagas y que presupuesto tengas en mente. Para ayudarte a tener una idea de ese presupuesto y de los costos de vida de cada ciudad, hemos construido una calculadora de costso de vida. Para saber mas acerca sobre esta herramienta, simplemente ve al link a continuacion.",6-Aug-19,6-Aug-19,148,Vida,Costos,Calculadora,Ciudades,,Calculadora,,,,,
"Existe una gran variedad de productos, los cuales no estan permitidos ingresar a Australia. Para mayor informacion acerca de estos productos, dirigete a la siguiente pagina web para ver la lista de los mismos.",6-Aug-19,6-Aug-19,149,Vida,Productos,Prohibido,Australia,,https://www.abf.gov.au/importing-exporting-and-manufacturing/prohibited-goods/list-of-items,,,Australian Border Force,,
"De acuerdo a diferentes opiniones y recomendaciones de otros usuarios, te recomendamos que compres ropa y vestidos en Forever New, Review y / o H&M, ya que estas empresas cuentan con gran variedad de vestimenta para jovenes. Para mayor informacion, te puedes dirigir a su pagina web a continuacion.",6-Aug-19,6-Aug-19,28,Viaje,Cruceros,,,,https://www.crazycruises.com.au/,https://www.cruiseguru.com.au/,,Crazy Cruises,Cruise Guru,
"Existen diferentes sitios donde puedes llevar ninos pra que realicen un gran numero de actividades de recreacion, mas sin embargo algunos de los mas populares son el Melbourne Zoo, El Acuario de Melbourne, Planet Kids en Planetshakers y parques como Fawkner Park y Albert Park. Dirigete a las siguientes paginas webs para mayor informacion.",6-Aug-19,6-Aug-19,151,Negocios,Vida,Ninos,Recreacion,,https://www.zoo.org.au/melbourne/,https://www.melbourneaquarium.com.au/,http://www.planetkidsplaycentre.com/,Zoologico de Melbourne,Acuario de Melbourne,PlanetKids
"Basado en diferentes recomendaciones de otros usuarios, las siguientes son algunas de las mejores empresas que ofrecen clases de guitarra. Learn Guitar Today, Richmond Music Academy y The Music Gym. Si quieres saber mas informacion acerca de estos lugares, dirigete a las siguientes paginas web.",6-Aug-19,6-Aug-19,152,Negocios,Vida,Clases,Guitarra,,https://www.learnguitartoday.com.au/,https://www.richmondmusicacademy.com.au/,https://themusicgym.com.au/,Learn Guitar Today,Richmond Music Academy,The Music Gym
"Basado en diferentes recomendaciones de otros usuarios, las siguientes son algunas de las mejores empresas que ofrecen clases de Tecnica Vocal. The House of Voice, Richmond Music Academy y The Music Gym. Si quieres saber mas informacion acerca de estos lugares, dirigete a las siguientes paginas web.",6-Aug-19,6-Aug-19,152,Negocios,Vida,Clases,Guitarra,,https://www.learnguitartoday.com.au/,https://www.richmondmusicacademy.com.au/,https://themusicgym.com.au/,Learn Guitar Today,Richmond Music Academy,The Music Gym
"Para adquirir la licencia en Victoria, lo primero que debes hacer es sacar una cita en Vicroads para que te revicen tu licencia Colombiana. Dependiendo de esto, te diran cuantos examenes te toca realizar. Estos pueden ser 3 (Knowledge test, Hazard test y Driving test). Una vez realizas uno y lo pasas, te agendaran el siguiente, hasta que los termines todos. Para mayor informacion hacerca de estos tests, dirigete a la pagina web a continuacion.",6-Aug-19,6-Aug-19,154,Negocios,Vida,Licencia,Vehiculo,,https://www.vicroads.vic.gov.au/licences,,,VicRoads,,
"Existen diversos cinemas a los que puedes atender y ver peliculas con buenos precios. Algunos de estos son Hoyts, Village y Palace. Mas sin embargo, puedes adquirir ticketes mas baratos si cuentas con operadores de telefonia celular que tienen acuerdos con estos cinemas. La empresa de celular Optus te ofrece acuerdos con Hoyts y puedes comprar ticketes mas baratos. La empresa Telstra te ofrece acuerdos con Village Cinemas y puedes comprar ticketes mas baratos. Para mayor informacion, dirigete a las paginas web a continuacion.",6-Aug-19,6-Aug-19,155,Negocios,Cinema,Pelicula,Vida,,https://www.optusperks.com.au/movies,https://www.telstra.com.au/plus/tickets/movies,,Optus Movies,Telstra Movies,
"Existen negocios que te pueden ayudar a recortar el pulso de tu reloj. Muchos de estos negocios son vitrinas que se encuentran establecidas en grandes centros comerciales como Highpoint shopping centre, Melbourne Central or QV (Queen Victoria). Te puedes dirigir a cualquiera de estos centros comerciales y preguntar por estas relojerias.",6-Aug-19,6-Aug-19,156,Negocios,Reloj,,,,,,,,,
"Basado en diversas recomendaciones de otros usuarios, podras encontrar aguardiente en el restaurante La Tienda. Si quieres encontrar mas informacion sobre este negocio, dirigete a la siguiente pagina web.",6-Aug-19,6-Aug-19,157,Negocios,Vida,Aguardiente,Bebidas,,http://www.latiendamelbourne.com/,,,La Tienda,,
