post_table_id,search_table_id,city,country,post_question_text,url,date_updated,date_created,post_raw_Text,post_id,group_id,date_stamp,reactions_like,reactions_love,reactions_haha,reactions_wow,group_name,tag_1,tag_2,tag_3,tag_4,tag_5
121,3,Sydney,Australia,¿Que agencia me pueden recomendar para tramite la visa de estudiante?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2195783030431941/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
122,75,Sydney,Australia,¿Cuánto tiempo se tardan en aporbar la visa para Nueva Zelanda?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2066864896657089/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
123,76,Sydney,Australia,¿Como puedo tramitar visa de turista para un familiar?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2115150758495169/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
124,77,Sydney,Australia,¿Puedo hacer una carta de invitacion a alguien teniendo visa de estudiante?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1902918053051775/?sale_post_id=1902918053051775,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
125,78,Sydney,Australia,¿Puedo hacer escala en los aeropuertos de EEUU sin tener la visa americana?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1110482865628635/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
126,16,Sydney,Australia,¿Qué escuela me recomiendan para estudiar ingles en Sydney?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1532834310060153/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
127,3,Sydney,Australia,"Si voy a Australia a estudiar inglés, ¿es mejor contactar directamente con una escuela o con una agencia?",https://www.facebook.com/groups/ColombianosEnSydney/permalink/2406176672725908/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
128,3,Sydney,Australia,¿Que agencias me pueden recomendar para irme a Sydney?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2657842107559362/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
129,3,Sydney,Australia,¿Como hago para viajar a Australia a estudiar y que me acepten la visa?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1677812795562303/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
130,16,Sydney,Australia,¿Qué escuela economica y buena me pueden recomendar para estudiar inglés?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/982185688458354/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
131,64,Sydney,Australia,¿Donde puedo encontrar un abogado que hable español?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2428909193785989/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
132,31,Sydney,Australia,¿En qué clínica puedo encontrar un doctor o doctora que hable español?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2598304816846425/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
133,47,Sydney,Australia,¿Qué iglesia me pueden recomendar que tenga servicio en español?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2249631118380465/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
134,31,Sydney,Australia,¿Que abogado que hable español me pueden recomendar en Sydney?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2657460627597510/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
135,31,Sydney,Australia,¿Que doctora que hable español me pueden recomendar?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2298786080131635/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
136,80,Sydney,Australia,¿Qué sitio para rumbear me pueden recomendar que coloquen musica tanto en español como en inglés?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2174909709185940/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
137,3,Sydney,Australia,¿Que agente migratorio que hable español me pueden recomendar en Sydney?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2262415153768728/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
138,3,Sydney,Australia,¿Qué agente aduanero que hable español me pueden recomendar?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2139568249386753/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
139,47,Sydney,Australia,¿En donde consigo un padre que hable español?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1049826945027561/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
140,6,Sydney,Australia,¿Donde puedo conseguir boletos aereos económicos?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2657259364284303/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
141,6,Sydney,Australia,¿En que lugar puedo comprar los boletos aéreos al menor precio?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2286058814737695/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
142,81,Sydney,Australia, ¿Como puedo tramitar la licencia en Australia si nunca tuve licencia en Colombia?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2675380525805520/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
143,82,Sydney,Australia,¿Como se obtiene el ABN y que costo tiene?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2432020053474903/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
144,8,Sydney,Australia,¿Como es el procedimiento para solicitar la visa americana desde Australia?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1536028403074077/?sale_post_id=1536028403074077,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
145,83,Sydney,Australia,¿Qué opciones hay para el envio de maletas a otra ciudad que sea más económico que pagar equipaje extra en el aeropuerto?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2539354846074756/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
146,82,Sydney,Australia,¿Puedo solicitar el ABN si ya tengo el TFN en proceso pero no me ha llegado?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2435667573110151/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
147,84,Sydney,Australia,¿Puedo entrar a Australia con visa de estudiante aprobada teniendo el seguro médico con fecha posterior a mi llegada?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2419451971398378/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
148,85,Sydney,Australia,¿Es normal que me retengan más del 25% del salario en TFN?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1752135681463347/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
149,86,Sydney,Australia,¿Es más conveniente llevar ropa de Colombia o comprarla en Australia?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2118413918168853/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
150,87,Sydney,Australia,¿Donde me puedo inscribir para poder votar en las elecciones presidenciales de Colombia?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1910546588955588/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
151,18,Sydney,Australia,¿Donde puedo denunciar a un empleador que no quiere pagarme?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2236424326367811/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
152,88,Sydney,Australia,¿Como hago para ir a Australia a estudiar y trabajar?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2370786356264940/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
153,89,Sydney,Australia,¿Que es un blue slip y que implica?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1496313193712265/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
154,90,Sydney,Australia,¿Qué tal es la calidad de los productos de Wish y cuanto tiempo tardan en llegar?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1958371260839787/?sale_post_id=1958371260839787,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
155,10,Sydney,Australia,¿Donde puedo traducir mi licencia de conducir?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1920174221326158/?sale_post_id=1920174221326158,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
156,91,Sydney,Australia,¿Por que empresa puedo enviar un paquete a Colombia?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/1877274958949418/?sale_post_id=1877274958949418,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
157,10,Sydney,Australia,¿Donde puedo hacer la traducción de mi licencia de conducción?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2432802536729988/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
158,92,Sydney,Australia,¿Donde puedo sacar la white card?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2257291744281069/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
159,92,Sydney,Australia,¿Donde puedo hacer el RSA?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2377331462277096/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
160,94,Sydney,Australia,¿En que sitio web puedo practicar inglés?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2464585763551665/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
161,95,Sydney,Australia,¿Que restaurantes donde vendan comida colombiana me recomiendan?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2526112624065645/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
162,96,Sydney,Australia,¿Donde puedo conseguir platanos en Sydney?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2583315791678661/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
163,92,Sydney,Australia,¿Donde puedo sacar la White card en Sydney?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2126853280658250/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
164,97,Sydney,Australia,¿Donde puedo comprar harina de maiz en Sydney?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2261645313845712/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
165,98,Sydney,Australia,¿Donde puedo encontrar lentes de contacto o gafas económico?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2391675364176039/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
166,92,Sydney,Australia,¿Hay alguna pagina web donde pueda obtener el RSA online estando con visa de estudiante?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2276517152358528/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
167,100,Sydney,Australia,¿Donde se pueden comprar arepas por la city?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2377451385598437/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
168,101,Sydney,Australia,¿Cuál es el mejor barrio para vivir en Sydney?.,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2349998228343753/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
169,3,Sydney,Australia,¿Qué agencia me puede recomendar para ir a hacer una maestría a Australia?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2259580367385540/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
170,102,Sydney,Australia,¿Es cierto que diciembre es una mala epoca para llegar a Australia por ser de vacaciones?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2217399334936977/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
171,103,Sydney,Australia,¿Cual es el turno más conveniente para estudiar?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2191743114169266/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
172,104,Sydney,Australia,¿Qué agencia o contacto me pueden recomendar para conseguir trabajo en Australia?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2454053354604906/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
173,92,Sydney,Australia,¿Qué sitio me pueden recomendar para hacer el curso de RSA?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2655410604469179/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
174,105,Sydney,Australia,¿Es fácil cambiar doláres americanos por dolares australianos en Sydney?,https://www.facebook.com/groups/ColombianosEnSydney/permalink/2621956487814591/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
175,106,Sydney,Australia,¿Puedo volver a entrar al país a los dos días de haber salido si ya estuve por 3 meses y tengo visa de turista?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1016152621841787/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
176,10,Sydney,Australia,¿Cuáles son los pasos para transferir la licencia colombiana de motocicleta a una en NSW? ,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1088473307943051/?sale_post_id=1088473307943051,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
177,1,Sydney,Australia,¿Puedo hacer escala en Nueva Zelanda si solo tengo la visa australiana?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/921400294650354/?sale_post_id=921400294650354,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
178,108,Sydney,Australia,¿Se necesita visa para salir de el aeropuerto de Dubai?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/995072357283147/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
179,109,Sydney,Australia,¿Como son las posibilidades de conseguir trabajo como barista en Australia?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1148615878595460/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
180,110,Sydney,Australia,¿Cual es el supermercado más económico en Sydney?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1017088038414912/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
181,111,Sydney,Australia,¿Cómo puedo pagar el tax return por cuotas?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/715698408553878/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
182,112,Sydney,Australia,¿Es necesario tener la libreta militar para ir a colombia si tengo ciuidadania australiana?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/810099449113773/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
183,113,Sydney,Australia,¿Puedo utilizar el ABN con visa de turista ?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/727834400673612/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
184,2,Sydney,Australia,¿Cuanto cuesta y cuanto se demora la visa de turista a Nueva Zelanda?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1136697913120590/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
185,115,Sydney,Australia,¿Es mejor llevar pesos colombianos y cambiarlos en Australia o cambiar todo en Colombia a dolar australiano?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/851867464936971/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
186,82,Sydney,Australia,¿Se puede pedir el ABN si ya tengo el TFN en proceso pero no me ha llegado?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/787556841368034/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
187,117,Sydney,Australia,¿Los colombianos necesitamos visa para Indonesia?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/696373843819668/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
188,118,Sydney,Australia,¿Por cual método puedo enviar dinero de Colombia a Australia?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1065080076949041/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
189,119,Sydney,Australia,¿Qué compañía de telefonía recomiendan con minutos a celular en Colombia?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1070498073073908/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
190,120,Sydney,Australia,¿Es obligatorio tramitarle a mi hijo el permiso de salida del país si viaja solo con la mamá a Europa?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1170295283094186/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
191,121,Sydney,Australia,¿Que debo colocar en el formulario del Tax File Number cuando pregunta que si soy o no residente australiano?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/885173538273030/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
192,122,Sydney,Australia,¿Se puede llevar esmalte para uñas en la maleta si viajo por avión?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1012137012243348/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
193,123,Sydney,Australia,¿Es posible llevar una longboard en el avión sino me cabe en la maleta?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1083998308390551/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
194,124,Sydney,Australia,¿La licencia de conducir europea de coche y autobus sirven para manejar en Australia?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/791496637640721/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
195,125,Sydney,Australia,¿Puedo entrar a Colombia con el pasaporte australiano si tengo el colombiano vencido?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/726610094129376/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
196,126,Sydney,Australia,¿Cuanto es el costo del transporte publico en Sydney?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/668270366630016/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
197,127,Sydney,Australia,¿Cual es el proceso para para sacar la licencia de conducir de moto después de haberse registrado en la pagina myserviceNSW?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/621983254592061/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
198,128,Sydney,Australia,¿En que sitio puedo conseguir tamales?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/691313734325679/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
199,129,Sydney,Australia,¿Como se saca el police check?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/751928561597529/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
200,130,Sydney,Australia,¿Que centros comerciales tienen oulets en Sydney?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1126122780844770/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
201,131,Sydney,Australia,¿Donde puedo encontrar isodine o algún producto parecido?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1179360418854339/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
202,132,Sydney,Australia,¿Que examenes medicos necesito para tramitar working holiday?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1178988362224878/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
203,133,Sydney,Australia,¿Donde puedo comprar Libros en idioma Español?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1181124682011246/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
204,8,Sydney,Australia,¿Puedo solicitar visa americana desde sydney siendo colombiana?,https://www.facebook.com/groups/colombianosensydneyoficial/permalink/1180134952110219/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
205,134,Melbourne,Australia,¿Cuales son los errores mas comunes al momento de aplicar a una visa de turista en Australia?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157362586729512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
206,135,Unknown,Australia,¿Cuanto se demora la visa de turista Australiana en ser aprobada?,BLANK,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
207,136,Melbourne,Australia,¿Por cual cajero automatico puedo retirar dinero de mi cuenta de Bancolombia en Colombia?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/902612070075108/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
208,137,Melbourne,Australia,¿Cual es un buen seguro para vehiculo?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157360157609512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
209,138,Melbourne,Australia,¿Donde puedo encontrar un natario que hable Español?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/902058613463787/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
210,139,Melbourne,Australia,¿Cuál es el mejor método para desplazarse en la ciudad?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/901796673489981/?sale_post_id=901796673489981&rt=11,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
211,140,Melbourne,Australia,¿Qué zona de la ciudad me recomiendan para buscar habitación que me permita acceso fácil a la zona comercial y/o centro?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/901796673489981/?sale_post_id=901796673489981&rt=11,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
212,141,Melbourne,Australia,¿Que tan dificil es conseguir trabajo?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/901796673489981/?sale_post_id=901796673489981&rt=11,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
213,142,Sydney,Australia,¿Donde puedo ir a conocer canguros y koalas?,https://www.facebook.com/groups/ColombianosenSydAus/permalink/10157217634208444/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
214,143,Melbourne,Australia,¿Donde puedo mirar y comprar una bicicleta electrica?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/899809390355376/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
215,49,Unknown,Australia,¿Cual es el tramite para la visa de China?,https://www.facebook.com/groups/672994886464665/permalink/709545449476275/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
216,49,Unknown,Australia,¿Podria tramitar la visa de transito en el aeropuerto de China?,https://www.facebook.com/groups/672994886464665/permalink/709262589504561/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
217,6,Melbourne,Australia,¿Dónde encontrar tiquetes Cali - Melbourne a precio razonable?,https://www.facebook.com/groups/477322262316095/permalink/2278079418907028/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
218,144,Melbourne,Australia,¿Qué articulos o cosas fundamentales llevar en el equipaje de mano?,https://www.facebook.com/groups/477322262316095/permalink/2278079418907028/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
219,145,Melbourne,Australia,¿Con cuanto dinero en efectivo es recomendable viajar o es mejor llevar la tarjeta para retirar en los cajeros?,https://www.facebook.com/groups/477322262316095/permalink/2278079418907028/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
220,146,Melbourne,Australia,"¿Como puedo acceder a la medicina prepagada en Colombia, si resido en el exterior?",https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157340694194512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
221,147,Melbourne,Australia,¿Donde puedo comprar productos Colombianos?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157340434054512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
222,148,Melbourne,Australia,¿Como puedo comparar los costos de vida de las diferentes ciudades de Australia?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/896149634054685/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
223,149,Unknown,Australia,¿Que productos estan prohibidos llevar a Australia?,BLANK,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
224,28,Melbourne,Australia,¿Donde puedo encontrar vestidos formales para ocasiones especiales que sean lindos y juveniles?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157324100239512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
225,151,Melbourne,Australia,¿A que lugares recreacionales puedo llevar a ninos menores de 10 anos?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157310580684512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
226,152,Melbourne,Australia,¿Donde puedo ir a tomar classes de guitarra?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157310836099512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
227,152,Melbourne,Australia,¿Donde puedo tomar clases de tecnica vocal?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157310836099512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
228,154,Melbourne,Australia,¿Como puedo sacar la licencia de conducir en Melbourne?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157310235229512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
229,155,Melbourne,Australia,¿Donde hay cinemas con funcions economicas?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157292003644512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
230,156,Melbourne,Australia,¿Donde puedo a recortar el pulso de un reloj?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157303104349512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
231,117,Brisbane,Australia,¿Como puedo aplicar a la visa para Bali?,https://www.facebook.com/groups/colombianosenbrsibanenooficial/permalink/10162078859865296/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
232,157,Melbourne,Australia,¿Donde puedo comprar Aguardiente?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157300436329512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
233,157,Unknown,Australia,¿Donde puedo encontrar un restaurante Colombiano?,BLANK,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
234,159,Melbourne,Australia,¿Como puedo sacar la cedula Colombiana en Melbourne?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157302197524512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
235,160,Melbourne,Australia,¿Donde puedo comprar mazorca dulce?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157295447919512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
236,161,Melbourne,Australia,"¿Puedo salir del aeropuerto de Chile, si tengo escala?",https://www.facebook.com/groups/colombianosenmelbourne/permalink/882938952042420/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
237,25,Melbourne,Australia,¿Donde me pueden ayudar con el Super annuation?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157262147829512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
238,162,Melbourne,Australia,¿Que pasa con el bono que pago cuando voy a arrendar una habitacion?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157255522994512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
239,163,Melbourne,Australia,¿Es mejor llevar dolares americanos a Australia o sacar por cajero automatico de una cuenta de Colombia?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/845782219091427/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
240,157,Melbourne,Australia,¿Donde puedo encontrar un restaurante Peruano?,https://www.facebook.com/groups/477322262316095/permalink/2123667561014882/?sale_post_id=2123667561014882&rt=11,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
241,157,Melbourne,Australia,¿Donde puedo encontrar un restaurante Mexicano?,https://www.facebook.com/groups/477322262316095/permalink/2123667561014882/?sale_post_id=2123667561014882&rt=11,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
242,166,Melbourne,Australia,¿Donde puedo comprar platanos verdes?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/820802978256018/?sale_post_id=820802978256018,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
243,167,Melbourne,Australia,¿Donde puedo obtener y cuanto cuesta el RWC?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/820025885000394/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
244,168,Melbourne,Australia,¿Donde puedo encontrar un doctor que hable español?,https://www.facebook.com/groups/colombianosenmelbourne/permalink/820038688332447/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
245,168,Melbourne,Australia,¿Es posible trabajar si mi visa actual ya se vencio y estoy a la espera de la siguiente visa?,https://www.facebook.com/groups/colombianosenmelbourneaustralia/permalink/10157038343304512/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
246,170,Melbourne,Australia,"¿Podria sacar mi licencia de conduccion en el consulado de Colombia, si se me pierde en Australia?",https://www.facebook.com/groups/colombianosenmelbourne/permalink/814346432235006/,6-Aug-19,6-Aug-19,,,,,,,,,,,,,,
